time,gFx,gFy,gFz,TgF
22:00:56:919,-0.2161,0.2642,1.0367,1.091
22:00:56:921,-0.2081,0.2482,1.0487,1.098
22:00:56:923,-0.1881,0.2121,1.0727,1.110
22:00:56:924,-0.1881,0.1801,1.0647,1.096
22:00:56:926,-0.1881,0.1881,1.0167,1.051
22:00:56:939,-0.2041,0.2041,1.0047,1.045
22:00:56:983,-0.2282,0.1881,0.9887,1.032
22:00:56:985,-0.2322,0.1521,0.9647,1.004
22:00:56:987,-0.2201,0.1321,0.9767,1.010
22:00:56:989,-0.2081,0.1361,1.0127,1.043
22:00:56:990,-0.2121,0.1601,1.0527,1.086
22:00:56:992,-0.2161,0.1561,1.0807,1.113
22:00:57:58,-0.2201,0.1681,1.0447,1.081
22:00:57:60,-0.2282,0.1921,1.0487,1.090
22:00:57:62,-0.2282,0.1961,0.9807,1.026
22:00:57:63,-0.2041,0.2121,0.9206,0.967
22:00:57:64,-0.2001,0.2242,0.8766,0.927
22:00:57:66,-0.2081,0.2402,0.8406,0.899
22:00:57:77,-0.2362,0.2282,0.8486,0.910
22:00:57:132,-0.2642,0.1921,0.8846,0.943
22:00:57:134,-0.2602,0.1761,0.9366,0.988
22:00:57:136,-0.2402,0.1681,0.9366,0.981
22:00:57:137,-0.2201,0.1841,0.9887,1.029
22:00:57:139,-0.2201,0.1761,1.0167,1.055
22:00:57:140,-0.2362,0.1801,1.0567,1.098
22:00:57:151,-0.2121,0.1601,1.0887,1.121
22:00:57:152,-0.1961,0.1921,1.1368,1.169
22:00:57:207,-0.1721,0.2121,1.1408,1.173
22:00:57:209,-0.1601,0.2482,1.1368,1.175
22:00:57:210,-0.1801,0.2802,1.1568,1.204
22:00:57:212,-0.1881,0.2722,1.1968,1.242
22:00:57:213,-0.1961,0.2762,1.1928,1.240
22:00:57:215,-0.2001,0.2642,1.1728,1.219
22:00:57:234,-0.1961,0.2842,1.1488,1.200
22:00:57:236,-0.1921,0.2962,1.1088,1.164
22:00:57:242,-0.1961,0.2682,1.0887,1.138
22:00:57:303,-0.1881,0.2201,1.0447,1.084
22:00:57:305,-0.1601,0.2001,1.0407,1.072
22:00:57:306,-0.1681,0.1921,1.1128,1.142
22:00:57:308,-0.1561,0.1601,1.1888,1.210
22:00:57:309,-0.1161,0.1481,1.2248,1.239
22:00:57:310,-0.1161,0.1561,1.2008,1.216
22:00:57:312,-0.1041,0.1681,1.1448,1.162
22:00:57:324,-0.1121,0.1961,1.0847,1.108
22:00:57:332,-0.1121,0.1921,1.0167,1.041
22:00:57:425,-0.1121,0.1681,0.9086,0.931
22:00:57:427,-0.1081,0.1921,0.8045,0.834
22:00:57:428,-0.1201,0.2041,0.7725,0.808
22:00:57:430,-0.1401,0.2001,0.7485,0.787
22:00:57:431,-0.1681,0.1881,0.7645,0.805
22:00:57:433,-0.1881,0.1761,0.8246,0.864
22:00:57:434,-0.1921,0.1681,0.8886,0.925
22:00:57:436,-0.1841,0.1721,0.9366,0.970
22:00:57:437,-0.1601,0.1881,0.9687,1.000
22:00:57:439,-0.1321,0.1921,0.9526,0.981
22:00:57:457,-0.1121,0.2121,0.9206,0.951
22:00:57:458,-0.1161,0.2242,0.9446,0.978
22:00:57:463,-0.1041,0.2201,0.9486,0.979
22:00:57:520,-0.0841,0.2322,0.9807,1.011
22:00:57:522,-0.0680,0.2442,1.0927,1.122
22:00:57:523,-0.0761,0.2642,1.1688,1.201
22:00:57:524,-0.0560,0.2722,1.1728,1.205
22:00:57:526,-0.0360,0.2882,1.1288,1.166
22:00:57:527,-0.0320,0.3242,1.0007,1.052
22:00:57:633,-0.0440,0.3522,0.9286,0.994
22:00:57:634,-0.0720,0.3522,0.9727,1.037
22:00:57:636,-0.0961,0.3162,1.0767,1.126
22:00:57:637,-0.0881,0.2522,1.1688,1.199
22:00:57:638,-0.0640,0.2442,1.2048,1.231
22:00:57:640,-0.0600,0.2762,1.1728,1.206
22:00:57:641,-0.0841,0.3042,1.1408,1.184
22:00:57:642,-0.1161,0.2882,1.0767,1.121
22:00:57:644,-0.1241,0.2442,1.0967,1.130
22:00:57:645,-0.0640,0.1881,1.1128,1.130
22:00:57:646,0.0080,0.1961,1.0887,1.106
22:00:57:648,0.0560,0.2402,1.0727,1.101
22:00:57:700,0.0841,0.2642,1.0567,1.092
22:00:57:702,0.0480,0.2562,1.0407,1.073
22:00:57:704,-0.0040,0.2041,1.0767,1.096
22:00:57:705,-0.0120,0.2001,1.1288,1.146
22:00:57:706,-0.0160,0.2482,1.1648,1.191
22:00:57:708,-0.0320,0.2842,1.1168,1.153
22:00:57:811,-0.0640,0.2842,1.0207,1.061
22:00:57:812,-0.0640,0.2682,0.9286,0.969
22:00:57:814,-0.0961,0.2402,0.8766,0.914
22:00:57:815,-0.1161,0.2121,0.8446,0.879
22:00:57:816,-0.0801,0.1921,0.8286,0.854
22:00:57:818,-0.0480,0.2121,0.8126,0.841
22:00:57:819,-0.0360,0.2041,0.8366,0.862
22:00:57:821,-0.0720,0.1921,0.8926,0.916
22:00:57:822,-0.0841,0.1521,0.9927,1.008
22:00:57:823,-0.0801,0.1481,1.0847,1.098
22:00:57:825,-0.0520,0.1641,1.1648,1.177
22:00:57:826,0.0040,0.2161,1.1528,1.173
22:00:57:846,0.0400,0.2562,1.0407,1.073
22:00:57:848,0.0320,0.2882,0.9246,0.969
22:00:57:853,0.0200,0.3002,0.8446,0.897
22:00:57:862,0.0200,0.2922,0.8606,0.909
22:00:57:918,0.0280,0.2922,0.9607,1.004
22:00:57:920,0.0080,0.2922,1.0727,1.112
22:00:57:922,0.0080,0.3122,1.1968,1.237
22:00:57:923,0.0240,0.3122,1.2048,1.245
22:00:57:925,0.0080,0.3402,1.1328,1.183
22:00:57:926,-0.0040,0.3602,1.0727,1.132
22:00:57:938,-0.0080,0.3322,1.0167,1.070
22:00:58:1,0.0240,0.2802,0.9647,1.005
22:00:58:3,0.0921,0.2602,1.0047,1.042
22:00:58:5,0.1041,0.2682,1.1168,1.153
22:00:58:6,0.1361,0.2482,1.2368,1.269
22:00:58:7,0.1201,0.2362,1.2969,1.324
22:00:58:9,0.1081,0.2282,1.2128,1.239
22:00:58:10,0.0961,0.2682,1.1208,1.156
22:00:58:12,0.1041,0.2882,1.0367,1.081
22:00:58:27,0.1081,0.2762,0.9727,1.017
22:00:58:32,0.1001,0.2282,0.9887,1.020
22:00:58:42,0.1041,0.2041,0.9887,1.015
22:00:58:96,0.1121,0.1921,1.0327,1.056
22:00:58:98,0.0801,0.2242,1.1007,1.126
22:00:58:100,0.0520,0.2442,1.1007,1.129
22:00:58:101,0.0080,0.2402,1.1208,1.146
22:00:58:103,-0.0240,0.2201,1.0847,1.107
22:00:58:104,-0.0120,0.2242,1.0687,1.092
22:00:58:115,0.0400,0.2562,1.0407,1.073
22:00:58:122,0.0801,0.2682,1.0007,1.039
22:00:58:179,0.1201,0.2762,0.9647,1.011
22:00:58:182,0.1201,0.2762,0.9206,0.969
22:00:58:184,0.1281,0.2722,0.9166,0.965
22:00:58:185,0.1161,0.2762,0.9446,0.991
22:00:58:187,0.0961,0.2842,0.9607,1.006
22:00:58:188,0.0680,0.2802,1.0287,1.068
22:00:58:199,0.0480,0.2762,1.0687,1.105
22:00:58:204,0.0480,0.2922,1.0567,1.097
22:00:58:212,0.0680,0.3082,0.9967,1.045
22:00:58:308,0.0720,0.3122,0.9126,0.967
22:00:58:314,0.0640,0.2922,0.8246,0.877
22:00:58:316,0.0761,0.2802,0.7925,0.844
22:00:58:317,0.0640,0.2642,0.8246,0.868
22:00:58:319,0.0600,0.2442,0.9486,0.981
22:00:58:320,0.0560,0.2482,1.1328,1.161
22:00:58:322,0.0720,0.2722,1.2689,1.300
22:00:58:323,0.0720,0.2962,1.3769,1.410
22:00:58:325,0.0921,0.3322,1.3809,1.423
22:00:58:327,0.1121,0.3522,1.2168,1.272
22:00:58:328,0.1401,0.3763,1.0887,1.160
22:00:58:351,0.1521,0.4003,0.9727,1.063
22:00:58:352,0.1761,0.3803,0.9206,1.012
22:00:58:353,0.2242,0.3402,0.9166,1.003
22:00:58:362,0.2482,0.2922,0.9406,1.016
22:00:58:450,0.2402,0.2682,1.0047,1.067
22:00:58:451,0.1721,0.2722,1.0847,1.132
22:00:58:453,0.1121,0.2562,1.1488,1.182
22:00:58:454,0.0841,0.2121,1.1568,1.179
22:00:58:456,0.0961,0.2322,1.1088,1.137
22:00:58:457,0.1321,0.2482,1.0727,1.109
22:00:58:459,0.1641,0.2522,1.0327,1.076
22:00:58:460,0.2201,0.2362,0.9566,1.010
22:00:58:462,0.2482,0.2402,0.9046,0.968
22:00:58:464,0.2722,0.2282,0.9046,0.972
22:00:58:475,0.2522,0.2322,0.9326,0.994
22:00:58:536,0.2322,0.2482,0.9647,1.023
22:00:58:539,0.2001,0.2562,0.9727,1.026
22:00:58:541,0.1601,0.2802,1.0007,1.051
22:00:58:543,0.1481,0.2882,1.0287,1.079
22:00:58:544,0.1561,0.2842,1.0407,1.090
22:00:58:546,0.1881,0.2842,0.9967,1.053
22:00:58:547,0.2161,0.2842,0.9727,1.036
22:00:58:561,0.2282,0.2802,0.9086,0.978
22:00:58:563,0.2242,0.2842,0.8686,0.941
22:00:58:572,0.2161,0.2722,0.8566,0.924
22:00:58:673,0.2161,0.2642,0.8846,0.948
22:00:58:675,0.2001,0.2522,1.0007,1.051
22:00:58:676,0.2161,0.2602,1.0727,1.125
22:00:58:677,0.2282,0.2922,1.0847,1.146
22:00:58:679,0.2362,0.3082,1.1007,1.167
22:00:58:680,0.2242,0.3162,1.1128,1.178
22:00:58:681,0.2362,0.3042,1.1007,1.166
22:00:58:683,0.2522,0.3002,1.0847,1.153
22:00:58:684,0.2762,0.3362,1.0727,1.158
22:00:58:685,0.3042,0.3602,1.0487,1.150
22:00:58:687,0.3282,0.3442,1.0407,1.144
22:00:58:735,0.3202,0.3322,1.0727,1.168
22:00:58:737,0.2722,0.3322,1.1208,1.200
22:00:58:838,0.2722,0.3322,1.1408,1.219
22:00:58:839,0.2842,0.3322,1.1168,1.199
22:00:58:841,0.2962,0.3442,1.0887,1.180
22:00:58:843,0.2802,0.3362,1.0807,1.166
22:00:58:844,0.2762,0.3122,1.1047,1.181
22:00:58:846,0.2762,0.2922,1.0767,1.149
22:00:58:847,0.2842,0.3082,1.0287,1.111
22:00:58:848,0.2722,0.3002,0.9767,1.057
22:00:58:850,0.2522,0.2882,0.9246,1.001
22:00:58:851,0.2201,0.2682,0.8726,0.939
22:00:58:853,0.1881,0.2482,0.8686,0.923
22:00:58:854,0.1681,0.2522,0.9006,0.950
22:00:58:855,0.1841,0.2562,0.9847,1.034
22:00:58:857,0.2041,0.2522,0.9366,0.991
22:00:58:878,0.2001,0.2642,0.9366,0.994
22:00:58:879,0.2081,0.2522,0.8886,0.947
22:00:58:884,0.2041,0.2402,0.8846,0.939
22:00:58:892,0.2121,0.2562,0.8646,0.926
22:00:58:949,0.2322,0.2682,0.9126,0.979
22:00:58:950,0.2442,0.2762,0.9406,1.010
22:00:58:952,0.2482,0.2642,0.9647,1.031
22:00:58:954,0.2522,0.2602,0.9406,1.008
22:00:58:955,0.2442,0.2762,0.9246,0.995
22:00:58:957,0.2362,0.2922,0.9166,0.991
22:00:58:969,0.2602,0.2922,0.9246,1.004
22:00:59:23,0.2682,0.2722,0.9566,1.030
22:00:59:25,0.2722,0.2842,1.0287,1.101
22:00:59:28,0.2642,0.2762,1.0847,1.150
22:00:59:30,0.2802,0.2962,1.1408,1.211
22:00:59:31,0.2882,0.3002,1.1688,1.241
22:00:59:33,0.3002,0.3122,1.1368,1.216
22:00:59:34,0.2962,0.3322,1.1088,1.195
22:00:59:47,0.3122,0.3242,1.0927,1.182
22:00:59:52,0.3242,0.3362,1.1047,1.199
22:00:59:105,0.3282,0.3522,1.1088,1.209
22:00:59:107,0.3202,0.3442,1.1248,1.219
22:00:59:110,0.2962,0.3442,1.1128,1.202
22:00:59:112,0.2802,0.3322,1.1047,1.187
22:00:59:113,0.2562,0.3242,1.0647,1.142
22:00:59:115,0.2282,0.3082,1.0647,1.132
22:00:59:126,0.2242,0.2882,1.0687,1.129
22:00:59:132,0.2362,0.2762,1.0487,1.110
22:00:59:142,0.2282,0.2722,1.0127,1.073
22:00:59:196,0.2282,0.2802,0.9687,1.034
22:00:59:198,0.2442,0.2642,0.9166,0.985
22:00:59:199,0.2322,0.2562,0.8766,0.942
22:00:59:201,0.2242,0.2322,0.8646,0.923
22:00:59:203,0.2282,0.2402,0.8846,0.945
22:00:59:204,0.2402,0.2282,0.9246,0.982
22:00:59:216,0.2362,0.2522,0.9286,0.991
22:00:59:222,0.2121,0.2522,0.9406,0.997
22:00:59:312,0.1921,0.2442,0.9366,0.987
22:00:59:314,0.1841,0.2362,0.9406,0.987
22:00:59:316,0.1841,0.2522,0.9046,0.957
22:00:59:317,0.1801,0.2722,0.8846,0.943
22:00:59:319,0.1841,0.2722,0.8806,0.940
22:00:59:320,0.1721,0.2642,0.8966,0.950
22:00:59:322,0.1801,0.2522,0.9086,0.960
22:00:59:323,0.1841,0.2682,0.9086,0.965
22:00:59:326,0.1841,0.2842,0.8886,0.951
22:00:59:327,0.1961,0.2882,0.8446,0.914
22:00:59:345,0.2081,0.2682,0.8646,0.929
22:00:59:347,0.2041,0.2602,0.8686,0.929
22:00:59:352,0.1881,0.2482,0.9206,0.972
22:00:59:410,0.2041,0.2482,0.9967,1.047
22:00:59:411,0.2161,0.2762,1.0647,1.121
22:00:59:413,0.2242,0.2842,1.1288,1.185
22:00:59:414,0.2402,0.3122,1.1368,1.203
22:00:59:416,0.2482,0.3362,1.1007,1.177
22:00:59:417,0.2442,0.3602,1.1088,1.191
22:00:59:429,0.2642,0.3522,1.0927,1.178
22:00:59:435,0.2722,0.3482,1.0887,1.175
22:00:59:442,0.2642,0.3482,1.0967,1.181
22:00:59:497,0.2562,0.3482,1.1088,1.190
22:00:59:499,0.2322,0.3402,1.1128,1.187
22:00:59:500,0.2081,0.3242,1.1007,1.166
22:00:59:502,0.2041,0.3202,1.1288,1.191
22:00:59:503,0.2041,0.3282,1.1448,1.208
22:00:59:505,0.1881,0.3242,1.1968,1.254
22:00:59:516,0.1841,0.2922,1.2208,1.269
22:00:59:522,0.1921,0.2722,1.1288,1.177
22:00:59:584,0.1921,0.2842,1.0327,1.088
22:00:59:586,0.1881,0.2962,0.9647,1.026
22:00:59:587,0.1761,0.2682,0.9166,0.971
22:00:59:589,0.1441,0.2282,0.9126,0.952
22:00:59:591,0.1401,0.2041,0.9166,0.949
22:00:59:593,0.1161,0.2081,0.9366,0.966
22:00:59:594,0.1041,0.2362,0.9486,0.983
22:00:59:607,0.0600,0.2402,0.9687,1.000
22:00:59:612,0.0280,0.2322,0.9366,0.965
22:00:59:622,0.0040,0.2242,0.9286,0.955
22:00:59:675,0.0000,0.2161,0.8766,0.903
22:00:59:677,0.0280,0.2242,0.8686,0.897
22:00:59:679,0.0400,0.2402,0.8966,0.929
22:00:59:681,0.0360,0.2322,0.9286,0.958
22:00:59:683,0.0240,0.2282,0.9607,0.988
22:00:59:685,0.0400,0.2282,1.0007,1.027
22:00:59:807,0.0160,0.2482,1.0567,1.086
22:00:59:809,0.0040,0.2682,1.0967,1.129
22:00:59:810,-0.0080,0.2602,1.1128,1.143
22:00:59:884,-0.0040,0.2642,1.0767,1.109
22:00:59:886,-0.0080,0.2922,1.0687,1.108
22:00:59:887,-0.0080,0.3082,1.0687,1.112
22:00:59:888,-0.0200,0.3042,1.0367,1.081
22:00:59:890,-0.0400,0.2842,1.0327,1.072
22:00:59:892,-0.0560,0.2762,1.0287,1.067
22:00:59:893,-0.0560,0.2922,1.0527,1.094
22:00:59:895,-0.0761,0.2802,1.1208,1.158
22:00:59:896,-0.0961,0.2802,1.1848,1.221
22:00:59:897,-0.1121,0.2602,1.2248,1.257
22:00:59:899,-0.1281,0.2602,1.2008,1.235
22:00:59:900,-0.1321,0.2722,1.1688,1.207
22:00:59:902,-0.1241,0.1881,1.1688,1.190
22:00:59:904,-0.1361,0.2121,1.2168,1.243
22:00:59:915,-0.1521,0.2081,1.1848,1.213
22:00:59:936,-0.1681,0.2081,1.0967,1.129
22:00:59:937,-0.1881,0.1961,1.0207,1.056
22:00:59:943,-0.1921,0.1801,0.9767,1.012
22:00:59:952,-0.1801,0.1641,0.9126,0.945
22:01:00:10,-0.1481,0.1681,0.8646,0.893
22:01:00:12,-0.1281,0.1641,0.8446,0.870
22:01:00:14,-0.1321,0.1601,0.8566,0.881
22:01:00:16,-0.1401,0.1361,0.8646,0.886
22:01:00:18,-0.1441,0.1281,0.8846,0.905
22:01:00:19,-0.1481,0.1561,0.9366,0.961
22:01:00:36,-0.1401,0.1721,0.9526,0.978
22:01:00:37,-0.1201,0.1961,0.9807,1.007
22:01:00:45,-0.0961,0.1921,0.9807,1.004
22:01:00:52,-0.0921,0.2121,0.9807,1.008
22:01:00:131,-0.0761,0.2282,0.9727,1.002
22:01:00:133,-0.0640,0.2402,1.0007,1.031
22:01:00:135,-0.0320,0.2642,0.9927,1.028
22:01:00:137,-0.0360,0.2842,1.0487,1.087
22:01:00:139,-0.0080,0.3082,1.1047,1.147
22:01:00:140,0.0000,0.3242,1.1288,1.174
22:01:00:142,0.0320,0.3322,1.1007,1.150
22:01:00:144,0.0120,0.3642,1.1208,1.179
22:01:00:145,-0.0080,0.3723,1.1368,1.196
22:01:00:172,0.0000,0.3442,1.1128,1.165
22:01:00:174,0.0160,0.3362,1.0847,1.136
22:01:00:175,0.0160,0.3322,1.0767,1.127
22:01:00:189,0.0200,0.3202,1.0887,1.135
22:01:00:192,0.0200,0.2922,1.0567,1.097
22:01:00:202,0.0240,0.2642,1.0487,1.082
22:01:00:260,0.0440,0.2602,1.0207,1.054
22:01:00:262,0.0480,0.2562,1.0127,1.046
22:01:00:263,0.0600,0.2442,1.0127,1.043
22:01:00:265,0.0720,0.2161,1.0567,1.081
22:01:00:266,0.0680,0.1921,1.0647,1.084
22:01:00:267,0.0680,0.1881,1.0767,1.095
22:01:00:279,0.0600,0.2041,1.0527,1.074
22:01:00:283,0.0200,0.2121,1.0447,1.066
22:01:00:357,-0.0120,0.2201,1.0447,1.068
22:01:00:359,-0.0400,0.2001,1.0287,1.049
22:01:00:361,-0.0560,0.2081,0.9927,1.016
22:01:00:362,-0.0600,0.2282,1.0007,1.028
22:01:00:364,-0.0600,0.2442,1.0487,1.078
22:01:00:365,-0.0520,0.2482,1.0687,1.098
22:01:00:366,-0.0240,0.2402,1.0807,1.107
22:01:00:368,0.0120,0.2602,1.0567,1.088
22:01:00:385,0.0080,0.2722,1.0527,1.087
22:01:00:386,0.0320,0.2602,1.0607,1.093
22:01:00:392,0.0480,0.2682,1.0327,1.068
22:01:00:402,0.0640,0.2562,0.9967,1.031
22:01:00:454,0.0600,0.2602,0.9807,1.016
22:01:00:456,0.0440,0.2762,0.9326,0.974
22:01:00:457,0.0120,0.2682,0.8966,0.936
22:01:00:458,-0.0120,0.2482,0.8646,0.900
22:01:00:460,-0.0360,0.2402,0.8606,0.894
22:01:00:470,-0.0400,0.2482,0.8846,0.920
22:01:00:472,-0.0480,0.2402,0.9406,0.972
22:01:00:482,-0.0600,0.2402,1.0047,1.035
22:01:00:537,-0.0480,0.2402,1.1088,1.135
22:01:00:538,-0.0440,0.2482,1.1368,1.164
22:01:00:540,-0.0320,0.2762,1.1208,1.155
22:01:00:542,-0.0320,0.3082,1.0767,1.120
22:01:00:543,-0.0320,0.3242,1.0647,1.113
22:01:00:545,-0.0200,0.3162,0.9967,1.046
22:01:00:556,0.0000,0.3002,1.0047,1.049
22:01:00:562,0.0200,0.2922,1.0087,1.050
22:01:00:619,0.0320,0.2962,1.0247,1.067
22:01:00:621,0.0000,0.2962,1.0247,1.067
22:01:00:623,-0.0400,0.2842,1.0287,1.068
22:01:00:624,-0.0680,0.2682,1.0247,1.061
22:01:00:626,-0.1041,0.2562,1.0607,1.096
22:01:00:627,-0.0921,0.2282,1.0687,1.097
22:01:00:639,-0.0720,0.2282,1.0607,1.087
22:01:00:644,-0.0640,0.2362,1.0207,1.050
22:01:00:748,-0.0520,0.2282,0.9406,0.969
22:01:00:750,-0.0600,0.2161,0.9046,0.932
22:01:00:753,-0.0600,0.2081,0.9006,0.926
22:01:00:754,-0.0881,0.2041,0.9446,0.970
22:01:00:756,-0.0881,0.2081,1.0567,1.081
22:01:00:757,-0.0680,0.2081,1.0967,1.118
22:01:00:762,-0.0720,0.2322,1.1047,1.131
22:01:00:765,-0.0881,0.2522,1.1368,1.168
22:01:00:766,-0.1161,0.2562,1.1288,1.163
22:01:00:768,-0.1161,0.2682,1.0567,1.096
22:01:00:769,-0.1001,0.2682,0.9807,1.022
22:01:00:772,-0.0841,0.2722,0.9526,0.994
22:01:00:846,-0.0841,0.2682,0.9206,0.963
22:01:00:847,-0.1001,0.2602,1.0047,1.043
22:01:00:851,-0.1001,0.2322,1.1408,1.168
22:01:00:853,-0.1081,0.2161,1.1568,1.182
22:01:00:854,-0.0921,0.2362,1.1007,1.130
22:01:00:855,-0.0881,0.2562,1.1007,1.134
22:01:00:857,-0.1001,0.2482,1.0847,1.117
22:01:00:858,-0.0881,0.1881,1.0847,1.104
22:01:00:859,-0.0440,0.1481,1.0007,1.013
22:01:00:920,-0.0040,0.1481,0.9687,0.980
22:01:00:922,-0.0040,0.1441,0.9687,0.979
22:01:00:923,-0.0080,0.1401,0.9967,1.007
22:01:00:925,-0.0400,0.1201,0.9366,0.945
22:01:00:926,-0.0680,0.1041,0.9046,0.913
22:01:00:927,-0.1041,0.0881,0.9126,0.923
22:01:00:929,-0.1081,0.0921,0.9967,1.007
22:01:00:951,-0.1121,0.0801,1.1368,1.145
22:01:00:952,-0.0921,0.0680,1.2408,1.246
22:01:00:954,-0.0440,0.0720,1.2569,1.260
22:01:00:962,-0.0160,0.1241,1.2168,1.223
22:01:01:28,-0.0240,0.1681,1.1168,1.130
22:01:01:30,-0.0240,0.1761,1.0487,1.064
22:01:01:31,-0.0360,0.1681,0.9887,1.004
22:01:01:33,-0.0040,0.1641,0.9526,0.967
22:01:01:35,0.0120,0.1721,0.9967,1.011
22:01:01:37,0.0120,0.1921,1.0687,1.086
22:01:01:38,-0.0080,0.2041,1.1768,1.194
22:01:01:50,-0.0040,0.2081,1.1888,1.207
22:01:01:52,-0.0240,0.2081,1.1288,1.148
22:01:01:62,-0.0400,0.2402,1.0967,1.123
22:01:01:115,-0.0440,0.2442,1.0807,1.109
22:01:01:119,-0.0320,0.2442,1.0967,1.124
22:01:01:120,0.0000,0.2201,1.0767,1.099
22:01:01:121,0.0280,0.2161,1.0367,1.059
22:01:01:123,0.0280,0.2322,0.9967,1.024
22:01:01:124,0.0360,0.2362,0.9647,0.994
22:01:01:135,0.0160,0.2242,0.9166,0.944
22:01:01:142,0.0120,0.2201,0.9566,0.982
22:01:01:206,0.0040,0.2081,1.0487,1.069
22:01:01:207,0.0200,0.1721,1.1248,1.138
22:01:01:209,0.0400,0.1841,1.1688,1.184
22:01:01:210,0.0600,0.1961,1.1408,1.159
22:01:01:212,0.0520,0.2201,1.0487,1.073
22:01:01:213,0.0480,0.2242,0.9286,0.957
22:01:01:215,0.0160,0.2161,0.8606,0.887
22:01:01:228,0.0160,0.1721,0.8686,0.886
22:01:01:235,0.0320,0.1441,0.9126,0.924
22:01:01:242,0.0600,0.1521,0.9647,0.978
22:01:01:253,0.0520,0.1681,1.0287,1.044
22:01:01:262,0.0240,0.1961,1.1088,1.126
22:01:01:317,-0.0040,0.1961,1.1968,1.213
22:01:01:319,0.0080,0.2081,1.1728,1.191
22:01:01:321,0.0520,0.2161,1.0887,1.111
22:01:01:322,0.0720,0.2362,0.9767,1.007
22:01:01:324,0.0881,0.2562,0.9446,0.983
22:01:01:325,0.0801,0.2442,0.9727,1.006
22:01:01:337,0.0761,0.2282,1.0087,1.037
22:01:01:342,0.0680,0.2081,1.0007,1.024
22:01:01:352,0.0640,0.2242,1.0367,1.063
22:01:01:362,0.0200,0.2682,1.0807,1.114
22:01:01:422,-0.0040,0.2522,1.1007,1.129
22:01:01:424,-0.0160,0.2362,1.0807,1.106
22:01:01:426,0.0000,0.2121,1.1007,1.121
22:01:01:427,0.0400,0.1961,1.1168,1.135
22:01:01:429,0.0720,0.2322,1.0967,1.123
22:01:01:431,0.0640,0.2442,1.0967,1.125
22:01:01:434,0.0280,0.2322,1.1047,1.129
22:01:01:447,0.0200,0.2041,1.0647,1.084
22:01:01:452,0.0240,0.1961,1.0887,1.107
22:01:01:462,0.0200,0.2161,1.0647,1.087
22:01:01:519,0.0080,0.2282,1.0807,1.105
22:01:01:520,-0.0240,0.2041,1.1047,1.124
22:01:01:522,-0.0320,0.1841,1.1168,1.132
22:01:01:523,-0.0400,0.1761,1.1288,1.143
22:01:01:525,-0.0320,0.1761,1.1208,1.135
22:01:01:526,-0.0240,0.1841,1.1088,1.124
22:01:01:538,-0.0360,0.1921,1.0847,1.102
22:01:01:543,-0.0560,0.1961,1.0807,1.100
22:01:01:552,-0.0680,0.1721,1.1168,1.132
22:01:01:562,-0.0440,0.1601,1.0927,1.105
22:01:01:616,-0.0120,0.1761,1.0327,1.048
22:01:01:618,-0.0080,0.2081,1.0167,1.038
22:01:01:619,-0.0240,0.2201,0.9927,1.017
22:01:01:621,-0.0280,0.1841,0.9807,0.998
22:01:01:623,-0.0280,0.1681,0.9566,0.972
22:01:01:624,-0.0360,0.1841,1.0047,1.022
22:01:01:636,-0.0520,0.2001,1.0687,1.089
22:01:01:642,-0.0480,0.1921,1.0567,1.075
22:01:01:695,-0.0560,0.1761,0.9967,1.014
22:01:01:697,-0.0520,0.1841,0.9607,0.980
22:01:01:699,-0.0600,0.1801,0.9526,0.971
22:01:01:700,-0.0761,0.1721,0.9607,0.979
22:01:01:702,-0.0440,0.1681,0.9607,0.976
22:01:01:703,-0.0240,0.1681,1.0047,1.019
22:01:01:840,-0.0280,0.1961,1.0687,1.087
22:01:01:842,-0.0320,0.2161,1.0927,1.114
22:01:01:844,-0.0200,0.2282,1.0807,1.105
22:01:01:845,-0.0080,0.2402,1.0527,1.080
22:01:01:846,-0.0040,0.2802,1.0407,1.078
22:01:01:848,-0.0080,0.3082,1.0247,1.070
22:01:01:923,0.0040,0.3362,1.0247,1.078
22:01:01:925,0.0000,0.3522,1.0767,1.133
22:01:01:926,0.0120,0.3562,1.0527,1.111
22:01:01:928,0.0040,0.3682,1.0487,1.111
22:01:01:929,0.0200,0.4003,0.9847,1.063
22:01:01:932,0.0120,0.4083,0.9286,1.014
22:01:01:934,0.0000,0.4043,0.8406,0.933
22:01:01:935,-0.0280,0.3763,0.8726,0.951
22:01:01:936,-0.0520,0.3562,1.0047,1.067
22:01:01:938,-0.0280,0.3402,1.1288,1.179
22:01:01:939,0.0120,0.3442,1.1408,1.192
22:01:01:940,0.0280,0.3763,1.1007,1.164
22:01:01:942,0.0160,0.2962,0.8646,0.914
22:01:01:944,0.0320,0.2762,0.9046,0.946
22:01:01:954,0.0240,0.2722,0.9326,0.972
22:01:01:976,0.0040,0.2562,0.9526,0.986
22:01:01:977,-0.0360,0.2242,0.9767,1.003
22:01:01:983,-0.0720,0.1881,1.0447,1.064
22:01:01:992,-0.0841,0.1641,1.1208,1.136
22:01:02:43,-0.0680,0.1361,1.1488,1.159
22:01:02:46,-0.0520,0.1281,1.1368,1.145
22:01:02:48,-0.0280,0.1321,1.0647,1.073
22:01:02:49,-0.0160,0.1201,1.0127,1.020
22:01:02:51,-0.0160,0.1121,0.9046,0.912
22:01:02:52,-0.0160,0.0921,0.8606,0.866
22:01:02:62,-0.0320,0.0961,0.8766,0.882
